Date,Category,Sales,Product_ID,Region
25/07/2024,Groceries,699.12,1759,West
09/10/2024,Clothing,325.41,1027,North
20/02/2024,Furniture,812.44,1723,West
20/08/2024,Toys,97.75,1729,Central
28/02/2024,Electronics,658.48,1584,West
24/09/2024,Furniture,353.22,1580,South
10/12/2023,Furniture,398.26,1404,West
24/01/2024,Groceries,892.56,1832,East
07/08/2024,Toys,816.18,1544,North
13/05/2024,Clothing,132.65,1158,North
27/08/2024,Groceries,942.54,1404,North
17/10/2024,Books,940.73,1226,North
18/12/2023,Electronics,610.01,1620,South
18/05/2024,Groceries,573.27,1768,East
01/02/2024,Clothing,621.49,1140,West
24/10/2024,Furniture,580.46,1810,West
16/01/2024,Electronics,992.4,1181,Central
27/03/2024,Toys,832.59,1672,Central
13/08/2024,Books,840.08,1692,South
30/09/2024,Electronics,91.73,1757,West
07/12/2023,Clothing,935.74,1076,East
20/01/2024,Electronics,267.61,1305,North
06/07/2024,Books,392.88,1468,North
21/10/2024,Toys,419.93,1298,West
12/10/2024,Electronics,245.45,1222,Central
05/03/2024,Groceries,888.84,1316,North
13/05/2024,Furniture,564.21,1005,East
16/05/2024,Books,41.17,1182,South
14/02/2024,Clothing,761.65,1671,North
17/02/2024,Furniture,655.61,1249,Central
16/11/2023,Toys,880.89,1796,West
03/05/2024,Books,73.92,1577,West
06/07/2024,Electronics,670.64,1461,West
04/10/2024,Electronics,545.41,1943,Central
29/01/2024,Furniture,752.86,1490,West
29/10/2024,Toys,435.82,1098,South
27/01/2024,Furniture,145.85,1588,East
28/12/2023,Books,555.54,1288,South
18/07/2024,Clothing,914.67,1758,East
20/06/2024,Electronics,893.82,1395,South
04/01/2024,Clothing,265.91,1905,West
09/12/2023,Clothing,128.93,1844,West
09/08/2024,Books,545.37,1497,East
01/01/2024,Clothing,347.46,1304,Central
01/03/2024,Clothing,576.39,1282,East
12/12/2023,Furniture,918.17,1162,Central
25/08/2024,Electronics,375.93,1204,West
21/01/2024,Toys,770.4,1528,East
22/07/2024,Books,252.01,1849,East
02/03/2024,Books,712.89,1008,South
15/06/2024,Groceries,103.37,1781,West
17/04/2024,Clothing,857.38,1887,Central
12/09/2024,Furniture,316.46,1578,East
16/06/2024,Furniture,902.43,1343,South
05/05/2024,Groceries,331.97,1083,Central
10/07/2024,Groceries,790.54,1313,North
17/05/2024,Electronics,880.16,1915,South
02/04/2024,Clothing,442.74,1665,North
23/07/2024,Furniture,311.31,1066,East
12/05/2024,Toys,337.83,1093,Central
21/10/2024,Groceries,87.59,1957,North
06/01/2024,Groceries,479.28,1816,West
15/07/2024,Furniture,367.18,1338,South
31/08/2024,Furniture,849.88,1813,South
01/11/2023,Clothing,261.88,1667,West
17/07/2024,Electronics,43.37,1625,Central
02/08/2024,Furniture,559.37,1681,Central
30/08/2024,Furniture,940.8,1064,North
05/01/2024,Groceries,499.68,1965,Central
23/04/2024,Furniture,217.37,1811,West
15/05/2024,Clothing,467.89,1268,East
05/09/2024,Toys,160.49,1340,Central
09/07/2024,Groceries,939.78,1848,South
01/08/2024,Clothing,637.91,1743,Central
27/01/2024,Groceries,80.8,1443,Central
05/10/2024,Toys,379.16,1223,West
11/03/2024,Toys,108.03,1205,Central
15/04/2024,Clothing,545.32,1586,West
14/05/2024,Toys,90.27,1869,Central
12/04/2024,Furniture,741.66,1411,East
14/09/2024,Toys,931.94,1236,East
24/02/2024,Books,284.8,1719,East
15/09/2024,Toys,716.9,1196,East
06/12/2023,Furniture,671.95,1184,Central
18/02/2024,Books,268.61,1937,South
17/09/2024,Furniture,491.6,1832,West
30/12/2023,Furniture,722.73,1267,West
16/08/2024,Electronics,389.73,1682,Central
08/05/2024,Toys,658.34,1291,Central
17/09/2024,Books,561.97,1539,East
24/01/2024,Furniture,138.07,1804,South
11/07/2024,Electronics,486.88,1230,West
04/07/2024,Furniture,193.62,1150,West
07/09/2024,Furniture,67.4,1657,Central
25/08/2024,Books,278.39,1882,West
01/12/2023,Electronics,710.5,1336,Central
25/12/2023,Groceries,427.81,1487,North
11/02/2024,Furniture,209.75,1978,South
17/11/2023,Books,597.34,1141,North
26/01/2024,Toys,163.02,1734,South
08/08/2024,Furniture,717.86,1827,East
29/04/2024,Furniture,98.75,1024,West
17/01/2024,Toys,288.77,1187,East
04/07/2024,Groceries,183.1,1253,North
01/08/2024,Books,605.98,1499,South
01/04/2024,Groceries,579.77,1892,North
09/02/2024,Clothing,784.89,1262,Central
20/10/2024,Toys,543.39,1078,West
06/02/2024,Groceries,587.1,1202,East
23/07/2024,Clothing,537.24,1491,South
04/08/2024,Groceries,568.86,1746,West
31/01/2024,Groceries,697.28,1474,North
20/01/2024,Furniture,329.05,1945,East
14/04/2024,Clothing,547.24,1186,South
24/06/2024,Toys,49.1,1151,North
03/08/2024,Books,272.6,1676,North
01/12/2023,Toys,666.85,1707,West
03/05/2024,Toys,640.6,1283,West
30/11/2023,Toys,582.54,1613,Central
05/01/2024,Groceries,125.03,1874,Central
10/03/2024,Electronics,113.83,1562,East
27/04/2024,Furniture,879.13,1103,Central
24/11/2023,Groceries,207.86,1108,East
15/09/2024,Clothing,106.9,1263,East
08/02/2024,Clothing,307.67,1907,East
05/12/2023,Furniture,49.77,1832,North
24/12/2023,Groceries,808.31,1014,East
05/09/2024,Toys,493.91,1194,North
22/03/2024,Electronics,42.38,1341,West
13/08/2024,Furniture,269.64,1215,East
24/05/2024,Books,520.82,1903,South
05/07/2024,Toys,183.11,1294,North
11/09/2024,Books,965.48,1862,North
21/10/2024,Books,285.8,1917,Central
21/05/2024,Furniture,783.82,1652,North
25/05/2024,Furniture,585.07,1213,South
23/11/2023,Furniture,509.38,1556,Central
10/04/2024,Toys,808.52,1811,North
18/11/2023,Toys,164.82,1170,West
29/03/2024,Books,267.78,1381,East
26/06/2024,Furniture,282.24,1202,East
02/05/2024,Electronics,206.17,1159,West
21/12/2023,Electronics,416.97,1074,South
22/01/2024,Electronics,945.65,1985,Central
14/12/2023,Toys,495.14,1548,South
30/07/2024,Books,822.28,1745,West
02/05/2024,Clothing,937.85,1866,South
21/04/2024,Books,664.05,1420,Central
03/01/2024,Books,903.42,1537,Central
20/05/2024,Clothing,606.84,1499,North
02/10/2024,Books,550.1,1649,West
10/08/2024,Electronics,773.29,1941,East
20/06/2024,Toys,832.3,1482,North
08/07/2024,Furniture,346,1240,South
16/04/2024,Books,28.69,1641,West
25/04/2024,Groceries,788.9,1662,Central
03/09/2024,Toys,758.79,1814,South
04/11/2023,Clothing,480.37,1948,West
14/06/2024,Toys,110.38,1731,East
08/07/2024,Clothing,878.59,1596,West
15/08/2024,Books,525.8,1835,East
18/11/2023,Toys,779.44,1970,Central
30/05/2024,Books,951.89,1490,East
02/09/2024,Clothing,411.26,1281,East
09/08/2024,Furniture,426.63,1610,East
15/08/2024,Toys,214.89,1485,West
04/03/2024,Groceries,60.55,1031,North
07/03/2024,Groceries,610.34,1041,North
28/08/2024,Books,537.3,1184,East
14/05/2024,Toys,754.81,1405,East
27/08/2024,Clothing,142.57,1396,North
29/07/2024,Books,795.64,1917,South
12/09/2024,Clothing,811.73,1887,East
08/11/2023,Groceries,261.86,1111,North
22/07/2024,Furniture,485.58,1998,West
05/05/2024,Furniture,526.25,1649,East
09/03/2024,Furniture,877.03,1438,Central
24/01/2024,Electronics,219.63,1300,East
25/02/2024,Clothing,846.91,1956,South
08/12/2023,Books,204.06,1278,North
13/01/2024,Books,793.19,1567,East
19/06/2024,Books,928.11,1244,West
21/11/2023,Groceries,209.14,1130,Central
13/06/2024,Furniture,691.2,1022,South
18/12/2023,Toys,553.56,1818,North
25/06/2024,Furniture,316.67,1888,North
05/01/2024,Electronics,134.54,1671,East
05/05/2024,Clothing,419.38,1757,South
22/09/2024,Clothing,729.45,1401,East
28/02/2024,Toys,268.08,1689,West
02/10/2024,Furniture,953.44,1182,Central
01/04/2024,Electronics,39.96,1571,East
11/03/2024,Electronics,815.36,1476,East
06/10/2024,Furniture,489.91,1673,West
28/01/2024,Groceries,947.25,1640,West
18/09/2024,Books,205.01,1226,North
10/11/2023,Electronics,886.41,1485,Central
20/07/2024,Books,621.98,1354,West
07/01/2024,Groceries,458.02,1199,South
21/12/2023,Clothing,400,1515,East
17/06/2024,Furniture,569.56,1769,North
28/03/2024,Toys,837.54,1788,Central
29/05/2024,Clothing,905.1,1356,North
01/02/2024,Electronics,346.3,1313,Central
15/05/2024,Electronics,208.61,1809,Central
15/04/2024,Groceries,79.77,1722,West
10/08/2024,Clothing,434.61,1673,West
23/06/2024,Toys,639,1713,South
21/08/2024,Toys,790.02,1679,East
22/10/2024,Books,284.89,1389,North
24/06/2024,Furniture,522.71,1274,North
12/10/2024,Toys,656.54,1151,West
20/07/2024,Books,257.69,1528,North
02/01/2024,Groceries,402.06,1490,East
22/02/2024,Clothing,742.43,1865,North
02/10/2024,Furniture,614.27,1599,East
31/12/2023,Toys,52.22,1500,South
29/06/2024,Toys,969.6,1358,South
08/07/2024,Furniture,762.05,1777,South
05/09/2024,Groceries,360.14,1667,West
01/10/2024,Groceries,806.16,1611,Central
05/10/2024,Books,601.73,1460,West
12/03/2024,Electronics,199.71,1412,South
06/04/2024,Groceries,825.03,1368,South
11/04/2024,Toys,452.41,1157,Central
23/09/2024,Clothing,667.7,1574,South
09/10/2024,Electronics,437.31,1218,West
21/01/2024,Clothing,493.03,1988,East
21/07/2024,Books,363.82,1099,East
15/02/2024,Clothing,444.85,1921,North
10/07/2024,Groceries,517.01,1301,West
21/12/2023,Furniture,554.77,1984,Central
28/11/2023,Electronics,50.87,1335,Central
16/04/2024,Toys,352.66,1677,West
31/08/2024,Books,791.11,1503,South
18/05/2024,Furniture,621.33,1421,Central
02/11/2023,Groceries,859.53,1148,Central
26/01/2024,Groceries,757.75,1198,North
22/11/2023,Electronics,347.55,1470,North
28/12/2023,Electronics,229.67,1052,West
05/03/2024,Clothing,264.62,1956,Central
07/02/2024,Electronics,211.28,1758,East
06/11/2023,Groceries,182.22,1895,East
21/05/2024,Electronics,135.93,1603,East
23/08/2024,Groceries,652.92,1298,West
09/09/2024,Electronics,379.01,1287,Central
06/06/2024,Furniture,397.01,1153,South
11/06/2024,Toys,103.74,1888,Central
16/01/2024,Electronics,927.02,1747,West
03/09/2024,Clothing,664.86,1444,East
03/08/2024,Electronics,128.57,1152,South
12/08/2024,Clothing,835.03,1550,East
02/12/2023,Clothing,306.45,1175,East
12/05/2024,Electronics,109.33,1197,South
02/11/2023,Groceries,689.09,1228,Central
06/07/2024,Groceries,609.28,1696,South
02/12/2023,Electronics,34.57,1472,Central
05/11/2023,Clothing,246.49,1748,East
08/12/2023,Toys,256.4,1742,South
25/10/2024,Clothing,733.65,1002,East
13/12/2023,Clothing,977.04,1468,South
12/06/2024,Furniture,562.37,1644,North
19/07/2024,Electronics,444.23,1811,Central
01/08/2024,Clothing,636.34,1516,West
13/12/2023,Books,259.44,1805,East
12/07/2024,Groceries,82.84,1707,West
08/01/2024,Electronics,957.3,1936,South
16/11/2023,Books,819.98,1688,North
06/07/2024,Toys,372.78,1402,North
27/04/2024,Clothing,967.56,1195,North
17/04/2024,Toys,368.48,1142,Central
17/02/2024,Toys,231.03,1589,Central
02/11/2023,Clothing,584.85,1931,South
11/01/2024,Electronics,653.34,1902,Central
22/06/2024,Clothing,749.87,1994,South
15/04/2024,Books,243.26,1854,East
14/12/2023,Groceries,806.74,1361,Central
03/11/2023,Electronics,653.79,1766,North
11/05/2024,Furniture,578.81,1691,East
01/12/2023,Groceries,79.74,1783,East
10/11/2023,Clothing,697.49,1214,East
30/06/2024,Groceries,595.43,1560,North
28/10/2024,Electronics,369.37,1177,North
19/02/2024,Electronics,895.31,1393,Central
20/08/2024,Furniture,148.68,1345,East
10/02/2024,Books,896.41,1302,East
25/10/2024,Clothing,856.28,1739,South
29/10/2024,Toys,562.58,1867,North
17/04/2024,Clothing,993.75,1401,West
25/01/2024,Clothing,151.74,1988,Central
24/08/2024,Electronics,142.65,1445,Central
07/03/2024,Furniture,937.79,1723,Central
30/01/2024,Electronics,260.23,1765,North
30/10/2024,Furniture,885.22,1032,Central
01/02/2024,Clothing,45.51,1764,Central
26/10/2024,Electronics,465.51,1719,North
30/12/2023,Books,66.81,1963,Central
22/08/2024,Toys,283.89,1507,Central
23/07/2024,Toys,928.38,1240,West
26/04/2024,Toys,286.85,1272,North
28/09/2024,Books,745.27,1309,Central
29/08/2024,Electronics,140.6,1106,East
24/11/2023,Clothing,463.33,1889,North
22/01/2024,Toys,420.82,1253,East
17/11/2023,Clothing,874.7,1821,North
08/01/2024,Clothing,222.08,1973,East
07/11/2023,Groceries,966.97,1189,South
30/05/2024,Toys,28.12,1032,South
30/07/2024,Furniture,943.2,1066,East
16/05/2024,Furniture,326.4,1617,North
07/06/2024,Groceries,918.32,1988,North
31/12/2023,Toys,197.03,1559,South
12/02/2024,Toys,633.46,1130,East
08/08/2024,Toys,354.26,1934,South
26/11/2023,Groceries,632.39,1378,Central
28/06/2024,Groceries,986.38,1849,West
15/05/2024,Electronics,262.42,1674,South
29/02/2024,Electronics,222.7,1779,Central
12/06/2024,Toys,94.8,1563,Central
12/12/2023,Books,976.45,1125,North
15/01/2024,Books,920.36,1556,South
02/04/2024,Furniture,550.06,1627,South
27/10/2024,Clothing,599.2,1288,Central
31/05/2024,Clothing,302.44,1312,Central
01/07/2024,Electronics,508.82,1544,South
01/09/2024,Books,454.2,1653,South
17/07/2024,Groceries,306.28,1372,West
09/01/2024,Books,694.78,1015,East
19/04/2024,Furniture,78.31,1700,North
24/03/2024,Books,635.17,1562,South
18/03/2024,Toys,497.02,1960,South
26/03/2024,Furniture,265.26,1293,East
18/11/2023,Clothing,634.87,1019,West
21/01/2024,Books,540.92,1634,Central
29/07/2024,Furniture,827.61,1011,Central
30/12/2023,Clothing,122.47,1574,South
06/02/2024,Furniture,107.35,1757,North
18/02/2024,Furniture,226.04,1553,North
22/10/2024,Electronics,483.26,1715,North
31/07/2024,Groceries,378.36,1140,South
30/01/2024,Toys,928.96,1708,West
26/04/2024,Toys,378.01,1520,Central
29/11/2023,Groceries,248.87,1811,East
18/01/2024,Clothing,258.15,1507,West
28/03/2024,Electronics,632.84,1351,South
26/02/2024,Books,151.12,1803,West
02/04/2024,Books,607.82,1484,North
15/09/2024,Electronics,694.14,1390,Central
28/08/2024,Toys,857.64,1314,Central
24/03/2024,Furniture,398.93,1607,East
05/06/2024,Groceries,83.4,1180,East
03/06/2024,Groceries,631.1,1061,West
06/11/2023,Toys,260.65,1105,North
13/02/2024,Books,730.39,1545,Central
06/11/2023,Toys,856.64,1652,Central
09/08/2024,Electronics,995.29,1428,North
14/10/2024,Electronics,71.52,1479,North
12/12/2023,Furniture,469.82,1461,West
29/03/2024,Electronics,862.96,1334,Central
30/03/2024,Groceries,336.51,1696,Central
27/05/2024,Books,223.2,1760,North
21/06/2024,Electronics,225.84,1317,East
01/09/2024,Clothing,621.94,1164,East
26/07/2024,Furniture,744.5,1690,East
25/08/2024,Groceries,95.27,1130,South
25/04/2024,Electronics,547.05,1967,South
13/02/2024,Clothing,294.63,1664,West
28/08/2024,Books,182.12,1666,Central
19/08/2024,Books,980.38,1165,West
04/09/2024,Toys,913.98,1763,North
27/12/2023,Clothing,598.7,1071,West
16/02/2024,Furniture,518.8,1390,South
12/04/2024,Clothing,329.8,1591,North
24/03/2024,Furniture,703.71,1940,North
18/01/2024,Furniture,974.36,1700,West
02/12/2023,Clothing,570.74,1636,East
31/01/2024,Furniture,924.97,1638,West
13/10/2024,Electronics,285.48,1265,West
13/09/2024,Clothing,361.65,1912,North
06/01/2024,Groceries,901.02,1959,North
04/04/2024,Clothing,347.02,1310,South
30/10/2024,Toys,816.03,1915,North
07/03/2024,Clothing,560.03,1681,Central
29/01/2024,Books,280.61,1043,North
05/03/2024,Electronics,811.78,1595,West
11/05/2024,Toys,141.37,1302,East
06/04/2024,Electronics,254.6,1804,North
12/07/2024,Books,25.39,1326,East
04/01/2024,Toys,723.76,1126,South
20/06/2024,Groceries,692.08,1405,East
02/01/2024,Books,252.46,1836,South
10/02/2024,Books,900.62,1926,East
28/02/2024,Groceries,200.84,1030,North
09/04/2024,Electronics,359.41,1161,East
18/07/2024,Clothing,626.85,1796,South
31/10/2024,Electronics,87.86,1823,North
10/09/2024,Groceries,875.8,1219,East
18/09/2024,Toys,112.8,1704,North
06/06/2024,Clothing,811.29,1370,South
08/11/2023,Electronics,638.49,1202,North
05/06/2024,Clothing,78.32,1744,Central
13/12/2023,Groceries,31.65,1749,West
17/11/2023,Groceries,622.59,1917,North
11/11/2023,Clothing,717.41,1639,Central
21/01/2024,Groceries,796.17,1566,Central
31/07/2024,Electronics,745.51,1578,Central
03/04/2024,Toys,849.59,1418,North
19/04/2024,Groceries,705.09,1007,West
15/10/2024,Toys,344.14,1489,South
05/06/2024,Clothing,166.83,1098,East
18/02/2024,Groceries,324.06,1327,North
04/01/2024,Toys,769.31,1446,Central
10/08/2024,Electronics,74.09,1260,North
04/10/2024,Clothing,877.59,1889,Central
06/07/2024,Toys,614.68,1666,Central
31/01/2024,Books,421.79,1018,West
29/03/2024,Electronics,188.66,1418,West
01/02/2024,Furniture,269.17,1636,North
01/10/2024,Electronics,917.82,1847,East
03/11/2023,Books,171.92,1629,West
10/08/2024,Groceries,916.54,1151,South
21/02/2024,Groceries,329.32,1205,East
25/04/2024,Furniture,237.88,1592,Central
13/07/2024,Books,543.89,1475,North
12/09/2024,Groceries,994.87,1517,South
07/11/2023,Books,450.44,1257,Central
06/04/2024,Furniture,542.4,1612,East
11/03/2024,Clothing,477.42,1900,South
08/03/2024,Electronics,829.76,1756,Central
15/12/2023,Electronics,808,1970,Central
24/04/2024,Toys,275.14,1843,East
23/11/2023,Toys,136.44,1943,North
21/10/2024,Electronics,75.06,1290,West
23/10/2024,Toys,454.77,1187,West
21/12/2023,Books,812.21,1710,West
27/10/2024,Clothing,243.03,1727,North
09/12/2023,Furniture,72.65,1578,North
07/04/2024,Groceries,983.8,1991,North
08/07/2024,Clothing,981.85,1140,Central
03/06/2024,Books,830.08,1538,Central
21/10/2024,Books,363.36,1196,South
21/07/2024,Books,25.77,1013,Central
26/06/2024,Books,609.91,1452,Central
07/06/2024,Groceries,267.73,1181,East
09/04/2024,Toys,21.75,1948,East
30/07/2024,Furniture,595.16,1822,East
02/05/2024,Toys,419.7,1276,East
26/09/2024,Furniture,371.56,1464,West
28/03/2024,Electronics,504.9,1532,East
24/09/2024,Electronics,895.48,1451,South
23/05/2024,Clothing,596.02,1278,North
14/02/2024,Books,452.72,1495,West
24/12/2023,Clothing,29.9,1830,Central
01/12/2023,Toys,803.53,1767,East
22/09/2024,Furniture,21.09,1475,East
13/02/2024,Books,178.03,1728,West
11/04/2024,Books,493.29,1118,East
11/10/2024,Toys,900.45,1852,Central
02/04/2024,Groceries,16.14,1637,Central
03/05/2024,Groceries,145.24,1346,East
05/07/2024,Books,189.33,1699,North
16/02/2024,Books,501.87,1727,West
22/08/2024,Electronics,335,1797,North
16/03/2024,Clothing,805.07,1502,North
25/07/2024,Furniture,206.8,1603,South
12/01/2024,Clothing,674.81,1032,South
07/12/2023,Toys,692.03,1314,North
01/04/2024,Electronics,42.26,1748,South
11/02/2024,Books,433.23,1381,East
11/02/2024,Electronics,989.83,1860,West
26/01/2024,Books,574.55,1931,Central
03/06/2024,Electronics,801.6,1944,North
04/07/2024,Groceries,719.73,1461,Central
27/10/2024,Furniture,26.91,1342,East
28/01/2024,Books,47.34,1059,South
16/10/2024,Clothing,768.5,1787,East
28/04/2024,Clothing,191.77,1007,North
11/08/2024,Electronics,652.85,1934,South
25/12/2023,Toys,547.34,1022,West
16/07/2024,Electronics,790.44,1114,Central
13/07/2024,Books,893.32,1359,North
30/10/2024,Groceries,522.8,1730,North
15/04/2024,Groceries,413.98,1746,West
28/10/2024,Groceries,845.32,1333,West
19/04/2024,Clothing,163.94,1496,West
08/06/2024,Toys,19.38,1426,Central
30/09/2024,Electronics,90.08,1982,South
28/05/2024,Electronics,607.71,1196,North
27/04/2024,Groceries,693.22,1569,Central
22/10/2024,Clothing,57.63,1053,South
05/10/2024,Furniture,876.38,1569,East
15/08/2024,Groceries,310.09,1288,Central
20/04/2024,Books,474.02,1105,North
10/04/2024,Books,159.66,1835,West
29/09/2024,Clothing,623.05,1114,Central
28/08/2024,Clothing,304.52,1902,West
13/05/2024,Furniture,470.84,1263,Central
13/12/2023,Groceries,162.49,1520,South
26/12/2023,Clothing,407.58,1950,South
25/05/2024,Clothing,346.33,1454,South
18/09/2024,Electronics,251.66,1208,North
03/12/2023,Electronics,751.74,1185,East
06/08/2024,Clothing,788.27,1986,South
06/07/2024,Toys,867.84,1055,South
29/02/2024,Electronics,142.32,1869,North
29/07/2024,Books,876.45,1239,North
03/05/2024,Groceries,888.32,1836,North
05/03/2024,Electronics,529.01,1096,North
04/10/2024,Electronics,382.3,1270,South
30/10/2024,Furniture,975.98,1937,Central
06/08/2024,Clothing,396.2,1442,Central
27/02/2024,Furniture,512.66,1952,South
30/10/2024,Furniture,349.54,1951,East
15/12/2023,Clothing,727.56,1797,Central
16/04/2024,Furniture,323.62,1313,East
13/02/2024,Clothing,415.78,1257,South
07/05/2024,Electronics,998.96,1813,South
24/11/2023,Groceries,609.58,1092,South
06/03/2024,Furniture,684.55,1929,West
21/09/2024,Toys,520.06,1434,North
28/03/2024,Clothing,350.85,1273,West
14/02/2024,Groceries,526.44,1545,North
13/10/2024,Toys,15.15,1109,East
20/09/2024,Books,438.16,1284,West
24/08/2024,Groceries,635.18,1180,North
31/12/2023,Furniture,574.22,1915,South
18/02/2024,Electronics,619.12,1984,West
10/10/2024,Furniture,847.64,1926,Central
09/11/2023,Electronics,521.1,1842,East
11/02/2024,Furniture,25.05,1664,West
21/07/2024,Electronics,476.69,1582,East
29/04/2024,Electronics,354.54,1039,South
02/04/2024,Electronics,87.81,1680,West
21/06/2024,Electronics,40.07,1651,East
17/12/2023,Books,876.43,1746,West
08/01/2024,Electronics,196.33,1223,North
02/02/2024,Electronics,956.33,1302,East
12/05/2024,Books,903.61,1489,South
19/04/2024,Electronics,267.3,1658,South
25/06/2024,Toys,377.51,1128,Central
30/01/2024,Furniture,152.04,1253,North
29/06/2024,Furniture,983.41,1956,Central
24/02/2024,Groceries,214.68,1836,South
16/02/2024,Books,662.36,1428,North
04/09/2024,Furniture,742.9,1615,West
08/01/2024,Clothing,316.3,1700,West
24/02/2024,Electronics,405.77,1159,Central
05/09/2024,Books,730.16,1660,South
03/12/2023,Toys,251.54,1445,East
15/08/2024,Furniture,772.26,1392,East
18/02/2024,Electronics,952.53,1666,North
17/01/2024,Groceries,664.72,1954,East
25/08/2024,Clothing,427.62,1588,Central
13/08/2024,Books,66.94,1991,South
15/09/2024,Electronics,15.79,1407,East
21/11/2023,Electronics,264.77,1168,West
28/07/2024,Groceries,957.64,1450,Central
03/02/2024,Clothing,802.17,1150,North
30/07/2024,Electronics,23.31,1474,Central
22/08/2024,Clothing,636.63,1671,North
17/03/2024,Toys,354.21,1721,East
27/03/2024,Furniture,437.36,1939,West
28/08/2024,Electronics,363.83,1989,East
18/05/2024,Electronics,304.92,1280,East
05/11/2023,Clothing,92.55,1973,East
26/10/2024,Groceries,659.95,1863,North
16/11/2023,Clothing,390.95,1128,Central
30/10/2024,Electronics,850.25,1530,East
17/02/2024,Electronics,508.68,1517,East
21/07/2024,Books,335.83,1781,North
26/12/2023,Groceries,499.72,1395,Central
11/07/2024,Toys,786.54,1072,Central
30/06/2024,Furniture,757.14,1599,West
15/02/2024,Toys,64.38,1469,North
24/11/2023,Groceries,479.6,1081,Central
05/10/2024,Books,477.41,1449,West
18/01/2024,Groceries,90,1427,South
15/07/2024,Clothing,995.49,1174,West
13/05/2024,Books,355.77,1583,South
29/01/2024,Clothing,711.81,1321,Central
28/04/2024,Electronics,204.21,1118,Central
28/01/2024,Groceries,161.37,1757,West
01/04/2024,Groceries,571.55,1052,Central
08/10/2024,Books,111.28,1577,West
24/02/2024,Books,353.72,1285,West
08/03/2024,Electronics,50.55,1761,South
26/07/2024,Clothing,507.54,1188,South
18/04/2024,Electronics,21.56,1405,West
07/05/2024,Electronics,236.24,1887,East
10/05/2024,Toys,724.39,1873,Central
28/10/2024,Electronics,444.01,1072,Central
15/12/2023,Furniture,551.22,1616,West
08/01/2024,Groceries,205.81,1912,South
10/10/2024,Clothing,340.26,1290,East
18/03/2024,Electronics,279.32,1937,Central
27/10/2024,Groceries,545.9,1458,West
01/06/2024,Electronics,356.29,1552,East
03/12/2023,Clothing,399.91,1812,West
05/03/2024,Clothing,524.28,1510,West
04/10/2024,Groceries,327.22,1856,East
12/03/2024,Clothing,463.78,1159,East
30/06/2024,Books,165.32,1957,Central
20/04/2024,Groceries,11.6,1063,North
01/07/2024,Furniture,514.31,1490,Central
16/03/2024,Electronics,169.89,1796,Central
